job_id,num_qubits,depth,priority,arrival_time,num_shots
671,212,16,2,,24600
672,195,6,2,,52200
673,172,20,2,,88400
674,195,16,2,,57800
675,203,17,2,,46400
676,191,17,2,,87300
677,163,9,2,,64600
678,170,14,2,,35300
679,186,9,2,,82700
680,139,18,2,,29100
681,175,8,2,,52500
682,189,10,2,,88400
683,212,10,2,,51900
684,250,16,2,,80900
685,163,8,2,,49600
686,131,14,2,,25100
687,229,11,2,,21000
688,229,5,2,,67800
689,233,13,2,,54900
690,155,13,2,,81700
691,149,19,2,,37600
692,189,13,2,,34400
693,233,16,2,,32300
694,220,10,2,,89600
695,208,15,2,,90500
696,149,7,2,,27200
697,224,19,2,,96700
698,143,12,2,,79300
699,173,13,2,,59000
700,241,13,2,,81900
701,247,15,2,,68800
702,219,5,2,,60800
703,138,9,2,,73300
704,131,18,2,,23700
705,240,13,2,,97300
706,238,12,2,,86400
707,214,17,2,,27000
708,171,7,2,,23500
709,196,16,2,,92400
710,176,6,2,,95000
711,236,8,2,,71700
712,237,19,2,,30500
713,130,18,2,,22100
714,233,9,2,,30500
715,225,18,2,,43900
716,166,13,2,,99400
717,173,10,2,,49400
718,135,18,2,,63100
719,191,5,2,,15800
720,169,17,2,,29700
721,233,15,2,,10500
722,166,10,2,,62600
723,230,9,2,,30900
724,207,12,2,,45400
725,152,9,2,,84800
726,196,10,2,,27600
727,137,11,2,,93300
728,248,20,2,,38700
729,240,20,2,,50100
730,191,6,2,,82000
731,185,14,2,,79300
732,176,11,2,,55000
733,248,18,2,,45100
734,185,19,2,,83600
735,224,17,2,,45200
736,242,19,2,,81700
737,194,5,2,,82800
738,136,15,2,,17500
739,165,6,2,,33400
740,213,12,2,,11600
741,186,17,2,,25500
742,232,11,2,,24600
743,172,20,2,,95000
744,176,17,2,,96100
745,225,20,2,,58700
746,218,17,2,,97000
747,244,20,2,,26500
748,206,20,2,,41800
749,246,13,2,,93800
750,222,9,2,,11100
751,157,15,2,,47400
752,210,19,2,,10600
753,184,11,2,,65100
754,133,12,2,,47400
755,205,11,2,,98500
756,149,9,2,,42500
757,241,13,2,,42600
758,205,18,2,,81600
759,149,18,2,,62400
760,227,7,2,,92100
761,197,16,2,,53000
762,163,15,2,,97800
763,172,8,2,,94400
764,224,17,2,,43000
765,131,16,2,,54900
766,201,11,2,,65300
767,181,18,2,,96200
768,160,9,2,,55700
769,216,13,2,,59000
770,169,19,2,,32000
771,175,20,2,,73200
772,232,9,2,,85900
773,221,11,2,,57000
774,249,9,2,,93700
775,204,7,2,,62700
776,237,6,2,,74400
777,191,12,2,,61400
778,139,9,2,,49600
779,160,10,2,,67200
780,162,18,2,,42200
781,156,20,2,,33100
782,145,19,2,,33200
783,224,20,2,,58600
784,180,6,2,,33900
785,187,13,2,,98300
786,149,6,2,,57000
787,236,7,2,,74300
788,160,14,2,,66100
789,206,18,2,,66600
790,209,14,2,,61000
791,144,11,2,,75900
792,146,20,2,,39200
793,184,12,2,,17200
794,171,9,2,,65100
795,150,13,2,,58400
796,228,13,2,,88500
797,188,17,2,,83600
798,159,11,2,,42100
799,222,18,2,,84800
800,192,19,2,,72400
801,158,18,2,,75000
802,225,12,2,,99400
803,161,12,2,,45100
804,158,7,2,,96300
805,133,8,2,,89800
806,248,19,2,,34500
807,148,19,2,,71300
808,197,10,2,,15600
809,223,6,2,,76200
810,164,14,2,,86300
811,186,5,2,,42700
812,245,11,2,,87400
813,190,19,2,,63600
814,249,15,2,,14000
815,186,11,2,,16700
816,238,17,2,,21900
817,179,10,2,,24800
818,172,8,2,,60700
819,169,14,2,,96700
820,185,10,2,,53600
821,133,15,2,,34000
822,179,6,2,,84300
823,205,11,2,,78300
824,224,20,2,,38500
825,246,11,2,,73800
826,170,15,2,,41800
827,154,10,2,,79900
828,158,15,2,,19500
829,139,13,2,,96000
830,249,12,2,,64900
831,144,8,2,,17100
832,246,7,2,,27100
833,241,16,2,,35300
834,227,9,2,,37100
835,138,19,2,,64400
836,239,7,2,,98100
837,191,18,2,,36400
838,135,6,2,,18300
839,236,15,2,,58000
840,195,20,2,,23700
841,182,18,2,,60800
842,248,16,2,,62100
843,166,19,2,,65900
844,232,16,2,,79700
845,219,9,2,,23000
846,172,10,2,,82600
847,164,12,2,,84700
848,245,19,2,,62300
849,217,15,2,,60000
850,243,12,2,,26200
851,245,9,2,,21300
852,212,11,2,,29800
853,158,5,2,,82400
854,224,15,2,,31800
855,185,14,2,,49400
856,207,12,2,,28800
857,160,5,2,,66500
858,176,13,2,,93000
859,217,16,2,,58200
860,209,5,2,,23800
861,235,11,2,,49600
862,155,9,2,,34300
863,140,9,2,,55100
864,201,9,2,,56500
865,162,8,2,,44600
866,135,9,2,,18700
867,197,9,2,,87300
868,135,12,2,,66300
869,233,10,2,,55400
870,152,8,2,,35500
871,132,12,2,,11600
872,155,15,2,,84600
873,216,17,2,,14000
874,179,18,2,,61800
875,146,20,2,,90400
876,222,14,2,,22400
877,248,14,2,,77700
878,185,18,2,,32600
879,147,5,2,,10200
880,164,7,2,,65600
881,214,11,2,,27000
882,250,16,2,,18600
883,184,9,2,,59100
884,205,17,2,,39700
885,131,6,2,,31600
886,141,18,2,,78100
887,207,13,2,,39400
888,208,15,2,,63400
889,194,11,2,,18600
890,134,6,2,,58900
891,133,10,2,,83400
892,190,11,2,,14800
893,213,6,2,,69000
894,225,8,2,,80600
895,236,11,2,,68900
896,153,18,2,,56900
897,186,17,2,,10600
898,201,15,2,,66400
899,201,17,2,,12200
900,184,17,2,,20300
901,204,13,2,,19400
902,196,17,2,,71800
903,242,17,2,,69600
904,149,17,2,,99400
905,236,15,2,,43800
906,151,12,2,,61000
907,244,13,2,,52100
908,218,10,2,,81200
909,160,6,2,,93700
910,222,16,2,,19600
911,179,8,2,,81200
912,197,15,2,,42700
913,197,11,2,,20400
914,197,13,2,,51600
915,133,9,2,,98400
916,226,15,2,,33600
917,248,9,2,,95600
918,214,16,2,,34800
919,235,15,2,,76400
920,213,20,2,,63300
921,239,6,2,,37200
922,153,13,2,,31300
923,232,13,2,,20700
924,163,15,2,,14000
925,217,7,2,,84400
926,183,7,2,,70000
927,249,19,2,,61600
928,152,15,2,,58300
929,235,9,2,,48300
930,233,9,2,,88800
931,234,7,2,,96600
932,134,9,2,,18700
933,237,9,2,,36800
934,219,9,2,,53800
935,132,20,2,,46100
936,188,20,2,,83100
937,222,11,2,,78700
938,173,14,2,,23700
939,151,8,2,,73400
940,197,6,2,,11900
941,194,11,2,,37700
942,204,11,2,,19600
943,142,7,2,,17200
944,141,17,2,,20100
945,162,19,2,,58200
946,247,6,2,,18700
947,132,20,2,,78100
948,156,11,2,,97900
949,142,18,2,,25300
950,143,12,2,,61200
951,212,5,2,,20000
952,240,20,2,,32700
953,216,5,2,,70000
954,192,5,2,,82100
955,172,12,2,,30600
956,206,7,2,,16000
957,201,17,2,,26800
958,205,14,2,,79400
959,243,15,2,,92000
960,149,13,2,,39100
961,191,13,2,,84800
962,180,8,2,,74200
963,212,20,2,,72700
964,205,17,2,,78000
965,247,9,2,,11400
966,135,9,2,,44100
967,208,8,2,,33100
968,229,10,2,,67100
969,179,9,2,,64600
970,239,11,2,,27600
971,184,17,2,,65400
972,146,17,2,,30100
973,177,12,2,,43000
974,218,15,2,,40500
975,238,9,2,,36000
976,227,13,2,,30500
977,194,8,2,,74300
978,225,5,2,,69800
979,152,13,2,,12000
980,210,7,2,,94600
981,238,20,2,,35200
982,210,9,2,,31500
983,147,10,2,,42300
984,199,7,2,,61600
985,142,18,2,,81700
986,230,17,2,,71900
987,227,17,2,,19400
988,135,12,2,,29000
989,179,20,2,,27500
990,154,13,2,,91700
991,139,20,2,,55100
992,224,13,2,,87000
993,173,16,2,,26200
994,205,11,2,,85200
995,146,17,2,,37100
996,134,5,2,,91000
997,134,13,2,,32500
998,241,6,2,,64700
999,216,19,2,,22100
1000,132,19,2,,54500
1001,151,7,2,,53500
1002,241,14,2,,67800
1003,195,10,2,,86000
1004,224,17,2,,43700
1005,237,5,2,,10100
1006,241,19,2,,45700
1007,157,14,2,,93400
1008,170,18,2,,69500
1009,226,16,2,,37700
1010,160,14,2,,37900
1011,157,5,2,,10100
1012,191,19,2,,93400
1013,187,5,2,,13400
1014,218,9,2,,52700
1015,171,13,2,,64400
1016,217,20,2,,13700
1017,250,20,2,,90500
1018,171,13,2,,53400
1019,178,12,2,,14600
1020,199,6,2,,26500
1021,243,13,2,,81000
1022,157,7,2,,48700
1023,206,13,2,,35600
1024,221,19,2,,63500
1025,241,6,2,,86100
1026,165,8,2,,80200
1027,161,16,2,,65500
1028,151,14,2,,41300
1029,146,9,2,,69000
1030,178,19,2,,61600
1031,152,17,2,,57100
1032,184,18,2,,82800
1033,239,8,2,,99500
1034,143,10,2,,40900
1035,130,11,2,,17100
1036,143,12,2,,32100
1037,135,15,2,,97300
1038,185,20,2,,21400
1039,242,6,2,,72200
1040,199,6,2,,88700
1041,248,6,2,,71600
1042,183,5,2,,27900
1043,181,9,2,,82000
1044,190,14,2,,49100
1045,165,7,2,,44700
1046,213,19,2,,15300
1047,138,16,2,,19300
1048,174,18,2,,46300
1049,201,8,2,,24500
1050,208,12,2,,50900
1051,165,15,2,,65200
1052,148,17,2,,55000
1053,208,14,2,,37800
1054,141,7,2,,46900
1055,236,6,2,,19700
1056,237,5,2,,65400
1057,190,15,2,,42900
1058,147,13,2,,33300
1059,151,8,2,,30300
1060,244,10,2,,78300
1061,180,6,2,,37500
1062,167,20,2,,59600
1063,180,7,2,,62900
1064,133,17,2,,70000
1065,209,15,2,,47200
1066,247,5,2,,32200
1067,215,10,2,,37400
1068,167,20,2,,94800
1069,228,19,2,,26100
1070,239,6,2,,98100
1071,201,11,2,,29400
1072,146,17,2,,18500
1073,182,15,2,,83800
1074,230,8,2,,53600
1075,247,5,2,,61300
1076,182,9,2,,82900
1077,132,18,2,,28900
1078,150,20,2,,89100
1079,200,7,2,,38900
1080,168,14,2,,18400
1081,147,14,2,,15100
1082,224,18,2,,82400
1083,237,13,2,,58500
1084,145,6,2,,74200
1085,233,7,2,,12300
1086,141,5,2,,54900
1087,220,18,2,,69800
1088,180,20,2,,42400
1089,239,7,2,,45500
1090,191,12,2,,97300
1091,231,12,2,,94900
1092,143,5,2,,54300
1093,158,15,2,,81300
1094,207,14,2,,78800
1095,175,6,2,,19200
1096,217,6,2,,15100
1097,228,16,2,,88000
1098,232,9,2,,26100
1099,228,12,2,,14400
1100,225,8,2,,19600
1101,146,9,2,,60100
1102,214,9,2,,58800
1103,146,13,2,,94900
1104,182,10,2,,18900
1105,197,16,2,,39600
1106,239,19,2,,83400
1107,182,12,2,,46100
1108,191,15,2,,67300
1109,196,14,2,,47900
1110,221,17,2,,37800
1111,181,18,2,,94400
1112,220,10,2,,16500
1113,165,13,2,,70400
1114,246,6,2,,60700
1115,191,15,2,,61800
1116,217,8,2,,53800
1117,146,19,2,,14600
1118,194,6,2,,93600
1119,207,14,2,,65400
1120,136,17,2,,13900
1121,137,7,2,,61500
1122,218,5,2,,46200
1123,176,5,2,,94000
1124,232,14,2,,24200
1125,229,16,2,,68700
1126,157,6,2,,33200
1127,190,12,2,,98700
1128,182,7,2,,37900
1129,210,8,2,,13300
1130,179,10,2,,32400
1131,230,14,2,,25400
1132,208,9,2,,60900
1133,250,10,2,,96500
1134,222,13,2,,87000
1135,193,16,2,,31800
1136,191,19,2,,63900
1137,202,6,2,,95600
1138,237,15,2,,56800
1139,195,14,2,,93000
1140,248,19,2,,87000
1141,215,8,2,,61600
1142,137,17,2,,91400
1143,176,12,2,,84600
1144,189,17,2,,56100
1145,207,17,2,,41000
1146,192,16,2,,11300
1147,180,10,2,,34200
1148,179,20,2,,39300
1149,248,10,2,,78000
