job_id,num_qubits,depth,priority,arrival_time,num_shots
257,229,18,2,,23100
258,176,12,2,,18800
259,217,7,2,,20200
260,225,10,2,,48000
261,176,5,2,,35400
262,155,11,2,,63200
263,248,18,2,,34100
264,196,19,2,,84500
265,184,7,2,,29600
266,193,9,2,,77400
267,138,8,2,,49900
268,209,5,2,,72400
269,139,5,2,,30700
270,170,6,2,,85800
271,215,13,2,,75100
272,161,10,2,,89600
273,174,5,2,,95600
274,230,20,2,,27800
275,200,19,2,,18400
276,136,8,2,,89100
277,130,5,2,,28500
278,213,18,2,,98900
279,161,9,2,,87800
280,219,6,2,,15800
281,206,7,2,,37400
282,210,17,2,,18400
283,234,20,2,,85100
284,229,19,2,,80800
285,203,7,2,,25100
286,229,19,2,,43700
287,223,16,2,,55800
288,147,9,2,,38100
289,228,12,2,,19900
290,198,10,2,,86200
291,162,14,2,,14000
292,225,8,2,,78800
293,240,14,2,,15400
294,130,15,2,,41300
295,220,19,2,,51000
296,137,13,2,,30200
297,239,9,2,,24800
298,239,19,2,,23900
299,150,15,2,,34000
300,223,7,2,,92500
301,161,13,2,,86000
302,223,11,2,,22700
303,195,20,2,,56000
304,240,8,2,,18200
305,233,11,2,,91100
306,176,11,2,,65200
307,162,19,2,,64600
308,158,6,2,,77800
309,170,6,2,,14300
310,149,7,2,,84700
311,152,6,2,,33800
312,233,10,2,,22700
313,163,12,2,,80600
314,190,5,2,,73500
315,248,8,2,,27300
316,136,12,2,,89100
317,139,11,2,,12400
318,221,11,2,,43500
319,150,11,2,,88700
320,195,7,2,,53500
321,176,11,2,,44900
322,140,18,2,,53400
323,224,14,2,,33800
324,213,13,2,,77700
325,175,16,2,,18400
326,149,5,2,,37700
327,131,16,2,,10400
328,218,6,2,,27900
329,194,13,2,,62300
330,199,12,2,,29000
331,153,16,2,,49500
332,237,8,2,,81400
333,246,9,2,,25000
334,187,13,2,,88200
335,194,12,2,,35300
336,144,19,2,,89100
337,186,20,2,,97000
338,142,11,2,,73600
339,250,13,2,,91100
340,147,18,2,,18200
341,172,8,2,,35900
342,246,17,2,,88900
343,214,20,2,,38100
344,180,14,2,,69200
345,248,20,2,,70500
346,231,18,2,,17600
347,164,19,2,,10800
348,177,17,2,,17400
349,132,6,2,,44500
350,204,17,2,,57600
351,199,20,2,,81000
352,182,5,2,,74300
353,247,8,2,,93300
354,146,11,2,,28500
355,204,7,2,,71700
356,178,6,2,,36000
357,134,8,2,,35600
358,201,15,2,,80700
359,239,15,2,,47500
360,221,5,2,,25900
361,164,19,2,,12900
362,161,16,2,,32000
363,169,12,2,,72100
364,245,15,2,,28700
365,248,11,2,,45000
366,236,13,2,,57200
367,189,20,2,,83900
368,182,17,2,,82500
369,174,19,2,,94600
370,168,14,2,,69300
371,191,12,2,,35900
372,165,11,2,,52700
373,211,17,2,,66100
374,202,11,2,,25900
375,139,17,2,,70500
376,196,9,2,,81500
377,227,12,2,,56000
378,148,11,2,,45500
379,216,11,2,,12200
380,241,14,2,,49000
381,179,10,2,,29900
382,178,15,2,,49600
383,163,9,2,,19400
384,231,8,2,,83900
385,137,6,2,,55200
386,164,9,2,,43300
387,160,18,2,,98200
388,134,15,2,,82800
389,239,20,2,,59400
390,177,19,2,,71700
391,190,13,2,,12400
392,136,8,2,,83900
393,238,10,2,,73200
394,189,5,2,,15700
395,133,11,2,,98200
396,132,11,2,,39600
397,166,8,2,,60800
398,250,18,2,,42200
399,156,18,2,,77300
400,218,16,2,,65500
401,204,11,2,,37800
402,153,10,2,,97400
403,244,7,2,,11300
404,213,18,2,,98300
405,249,15,2,,31100
406,160,17,2,,55500
407,221,14,2,,44300
408,192,18,2,,43900
409,220,18,2,,49900
410,224,20,2,,41800
411,202,16,2,,52700
412,224,11,2,,12500
413,212,13,2,,19900
414,184,11,2,,16200
415,242,10,2,,82000
416,232,13,2,,37400
417,228,11,2,,79400
418,213,6,2,,90300
419,172,18,2,,39900
420,212,11,2,,45500
421,166,19,2,,88500
422,161,18,2,,69700
423,214,5,2,,11600
424,203,10,2,,86200
425,190,18,2,,52200
426,152,12,2,,27400
427,216,6,2,,76100
428,139,12,2,,97900
429,153,9,2,,30200
430,168,5,2,,62800
431,224,17,2,,67700
432,244,8,2,,61300
433,133,20,2,,36200
434,180,15,2,,74100
435,169,11,2,,59600
436,175,15,2,,41700
437,188,15,2,,97800
438,187,14,2,,99400
439,225,11,2,,13300
440,218,5,2,,39700
441,171,9,2,,94900
442,172,9,2,,31100
443,250,16,2,,78600
444,133,8,2,,89800
445,170,16,2,,12300
446,177,13,2,,52700
447,177,20,2,,75800
448,240,11,2,,50700
449,152,20,2,,48700
450,176,13,2,,18700
451,185,12,2,,69100
452,230,7,2,,34100
453,175,7,2,,61700
454,207,10,2,,71600
455,241,13,2,,74100
456,214,14,2,,91400
457,216,19,2,,45600
458,219,18,2,,20200
459,234,7,2,,82000
460,214,11,2,,51400
461,151,7,2,,56200
462,190,10,2,,46500
463,240,11,2,,33900
464,207,9,2,,97200
465,155,14,2,,50000
466,214,16,2,,88000
467,130,7,2,,75000
468,155,5,2,,19000
469,147,7,2,,86800
470,198,14,2,,58000
471,182,5,2,,89400
472,218,13,2,,24600
473,198,10,2,,86500
474,170,17,2,,33500
475,176,5,2,,79700
476,164,16,2,,41000
477,164,17,2,,52700
478,195,15,2,,23500
479,153,17,2,,49100
480,159,18,2,,22300
481,163,8,2,,74900
482,215,16,2,,62600
483,146,11,2,,69300
484,167,8,2,,84300
485,198,11,2,,35800
486,233,9,2,,31500
487,167,11,2,,77600
488,246,10,2,,16200
489,215,13,2,,82200
490,158,10,2,,75500
491,179,17,2,,28100
492,188,15,2,,63200
493,182,7,2,,86600
494,141,14,2,,94500
495,185,10,2,,65800
496,145,14,2,,28600
497,169,13,2,,18900
498,166,5,2,,46000
499,201,14,2,,34400
500,166,11,2,,36500
501,182,14,2,,10400
502,132,10,2,,71900
503,176,20,2,,46100
504,250,9,2,,48700
505,173,5,2,,31900
506,194,18,2,,25200
507,149,14,2,,49300
508,200,6,2,,15100
509,237,5,2,,81100
510,228,16,2,,99100
511,241,15,2,,85500
512,194,9,2,,32400
513,217,18,2,,88600
514,162,5,2,,53200
515,135,8,2,,39900
516,151,5,2,,34500
517,210,18,2,,27100
518,196,10,2,,81000
519,223,20,2,,77200
520,228,6,2,,98600
521,169,17,2,,10700
522,233,9,2,,56500
523,236,6,2,,97900
524,165,13,2,,79200
525,151,8,2,,83800
526,135,8,2,,67600
527,233,12,2,,66200
528,164,9,2,,65100
529,140,7,2,,43100
530,207,9,2,,72300
531,158,16,2,,45000
532,176,18,2,,86600
533,171,8,2,,11200
534,181,17,2,,27400
535,217,9,2,,56500
536,186,11,2,,68600
537,245,10,2,,18000
538,174,18,2,,17800
539,186,13,2,,58000
540,181,20,2,,47600
541,246,9,2,,75200
542,147,18,2,,30700
543,191,6,2,,75500
544,248,8,2,,94800
545,155,12,2,,62000
546,233,14,2,,75700
547,200,9,2,,26100
548,224,13,2,,55900
549,158,9,2,,21500
550,245,18,2,,25000
551,233,18,2,,80100
552,201,19,2,,85200
553,174,18,2,,18500
554,150,13,2,,67500
555,185,6,2,,76800
556,220,7,2,,94200
557,191,10,2,,23400
558,220,5,2,,50600
559,241,6,2,,89400
560,174,15,2,,34900
561,219,13,2,,40900
562,229,20,2,,52800
563,143,8,2,,61300
564,171,6,2,,20700
565,246,5,2,,86500
566,189,13,2,,89000
567,237,14,2,,19300
568,148,18,2,,40500
569,213,5,2,,84000
570,142,13,2,,77400
571,179,9,2,,64500
572,140,5,2,,81600
573,171,13,2,,27000
574,240,5,2,,25700
575,201,14,2,,52900
576,133,5,2,,81600
577,131,15,2,,84000
578,159,6,2,,54700
579,143,6,2,,31700
580,145,17,2,,27100
581,247,6,2,,87800
582,137,10,2,,54000
583,218,20,2,,32200
584,206,19,2,,96200
585,218,18,2,,92500
586,204,7,2,,98400
587,173,11,2,,91900
588,214,10,2,,97200
589,186,11,2,,35100
590,232,8,2,,96100
591,151,18,2,,53300
592,154,9,2,,17800
593,211,14,2,,11700
594,238,14,2,,62500
595,165,20,2,,72100
596,205,16,2,,75600
597,186,18,2,,12900
598,205,15,2,,16400
599,220,18,2,,18500
600,160,12,2,,62900
601,242,11,2,,95100
602,212,18,2,,86700
603,206,18,2,,80800
604,247,5,2,,83100
605,176,11,2,,76800
606,228,16,2,,74800
607,168,18,2,,33000
608,176,16,2,,13800
609,221,5,2,,98800
610,162,6,2,,57000
611,220,12,2,,11200
612,218,6,2,,31800
613,131,15,2,,84000
614,193,14,2,,81400
615,163,8,2,,41900
616,143,6,2,,93800
617,194,15,2,,61700
618,179,17,2,,76800
619,230,15,2,,14900
620,174,18,2,,13000
621,167,18,2,,24900
622,184,10,2,,69800
623,138,10,2,,27000
624,197,5,2,,44200
625,162,12,2,,50100
626,240,11,2,,59500
627,132,14,2,,46600
628,204,6,2,,18800
629,134,19,2,,60200
630,224,13,2,,24900
631,216,10,2,,80400
632,211,7,2,,98000
633,203,5,2,,54900
634,206,11,2,,30400
635,202,8,2,,64100
636,139,9,2,,56500
637,178,15,2,,75700
638,234,16,2,,42000
639,213,17,2,,13600
640,163,10,2,,53900
641,230,8,2,,38900
642,241,6,2,,98500
643,140,20,2,,26100
644,218,9,2,,65300
645,143,12,2,,31100
646,131,10,2,,44200
647,153,19,2,,46200
648,199,20,2,,84100
649,165,18,2,,79100
650,189,16,2,,40400
651,239,7,2,,52400
652,203,18,2,,61000
653,161,11,2,,64900
654,205,7,2,,33500
655,167,7,2,,87700
656,217,5,2,,53300
657,143,10,2,,17500
658,176,7,2,,92800
659,189,9,2,,69900
660,228,19,2,,36800
661,160,16,2,,30900
662,228,5,2,,84400
663,193,6,2,,30000
664,153,8,2,,31500
665,160,8,2,,88800
666,201,19,2,,96500
667,188,8,2,,15100
668,170,16,2,,92800
669,205,9,2,,37000
670,249,16,2,,28000
671,178,17,2,,58600
672,161,20,2,,70100
673,243,9,2,,19800
674,184,6,2,,19900
675,165,13,2,,41300
676,246,18,2,,89600
677,195,7,2,,44300
678,142,14,2,,72500
679,168,17,2,,63000
680,219,19,2,,95700
681,149,16,2,,34200
682,186,19,2,,16500
683,162,7,2,,86500
684,212,20,2,,53600
685,132,13,2,,38400
686,240,6,2,,95700
687,138,11,2,,49700
688,232,14,2,,37100
689,188,12,2,,56400
690,148,17,2,,40900
691,207,12,2,,76600
692,215,15,2,,14500
693,207,12,2,,23000
694,178,19,2,,76500
695,144,8,2,,21100
696,205,6,2,,36000
697,171,9,2,,62700
698,241,8,2,,29900
699,195,12,2,,42400
700,228,6,2,,72500
701,146,10,2,,29200
702,219,6,2,,14200
703,197,10,2,,18400
704,222,16,2,,21200
705,232,12,2,,82100
706,245,19,2,,44200
707,165,17,2,,76200
708,196,7,2,,90200
709,154,6,2,,63600
710,208,18,2,,49500
711,201,19,2,,59900
712,198,13,2,,97300
713,211,7,2,,43000
714,194,17,2,,24500
715,211,18,2,,90600
716,174,7,2,,26400
717,193,14,2,,19400
718,164,14,2,,80900
719,201,6,2,,31900
720,183,18,2,,99900
721,248,20,2,,72500
722,130,6,2,,81500
723,218,19,2,,37700
724,204,6,2,,36700
725,174,17,2,,79900
726,199,11,2,,80700
727,188,18,2,,30000
728,162,7,2,,41400
729,130,7,2,,84200
730,194,8,2,,71700
731,198,10,2,,28600
732,152,16,2,,73300
733,172,11,2,,71200
734,191,6,2,,23000
735,250,17,2,,71000
736,176,9,2,,45500
737,192,5,2,,87800
738,238,14,2,,56600
739,201,5,2,,20900
740,212,8,2,,32800
741,158,6,2,,51400
742,161,8,2,,19500
743,217,14,2,,84000
744,214,18,2,,50900
745,211,10,2,,80200
746,195,11,2,,21000
747,171,14,2,,42300
748,216,18,2,,21900
749,131,9,2,,97900
750,218,16,2,,27100
751,224,16,2,,86200
752,220,15,2,,97700
753,239,9,2,,17400
754,196,12,2,,39800
755,207,17,2,,21900
756,218,9,2,,40100
757,167,7,2,,19200
758,240,13,2,,94400
759,196,8,2,,48900
760,156,6,2,,77900
761,202,8,2,,73800
762,172,18,2,,71600
763,246,13,2,,61300
764,205,15,2,,13700
765,131,7,2,,31200
766,210,18,2,,19600
767,233,13,2,,28500
768,195,14,2,,64400
769,173,12,2,,54900
770,240,15,2,,84400
771,200,19,2,,73200
772,230,10,2,,33300
773,138,18,2,,21100
774,189,19,2,,67400
775,223,18,2,,12600
776,225,10,2,,53700
777,234,12,2,,75800
778,142,11,2,,19100
779,193,19,2,,68100
780,187,13,2,,86400
781,161,7,2,,20300
782,187,8,2,,28300
783,150,12,2,,61500
784,182,8,2,,56300
785,188,5,2,,61400
786,149,11,2,,17400
787,140,19,2,,45400
788,159,15,2,,30600
789,172,7,2,,33500
790,246,20,2,,60000
791,196,12,2,,62600
792,212,6,2,,11400
793,222,12,2,,42100
794,155,7,2,,67200
795,178,19,2,,43700
796,214,16,2,,66500
797,149,20,2,,48600
798,159,10,2,,41900
799,222,20,2,,38600
800,162,8,2,,46600
801,220,14,2,,15700
802,225,9,2,,53000
803,239,5,2,,48600
804,226,10,2,,68700
805,140,20,2,,81800
806,155,16,2,,38500
807,231,16,2,,18300
808,225,19,2,,70600
809,181,20,2,,79000
810,221,14,2,,43400
811,145,6,2,,21300
812,247,11,2,,58800
813,207,14,2,,96700
814,142,14,2,,19600
815,228,8,2,,44500
816,210,16,2,,43300
817,221,20,2,,70200
818,137,13,2,,62700
819,154,20,2,,27400
820,142,6,2,,35400
821,233,20,2,,32200
822,132,13,2,,54700
823,136,16,2,,72700
824,185,17,2,,23500
825,137,12,2,,84800
826,130,13,2,,33800
827,203,6,2,,51700
828,180,6,2,,15400
829,231,20,2,,37500
830,220,17,2,,24400
831,193,7,2,,90500
832,132,9,2,,96400
833,130,15,2,,10800
834,179,6,2,,83200
835,215,10,2,,53800
836,192,10,2,,54600
837,244,5,2,,11500
838,184,17,2,,36300
839,208,11,2,,56200
840,240,18,2,,87700
841,147,11,2,,41000
842,191,18,2,,29700
843,245,7,2,,43900
844,138,17,2,,50900
845,136,8,2,,18600
846,171,9,2,,99200
847,144,9,2,,55400
848,190,17,2,,96900
849,206,8,2,,71200
850,208,20,2,,75700
851,166,19,2,,16700
852,196,12,2,,90200
853,196,16,2,,71600
854,239,7,2,,87800
855,152,7,2,,53200
856,209,7,2,,10800
857,172,12,2,,64100
858,209,12,2,,94300
859,225,20,2,,45800
860,142,5,2,,32700
861,206,7,2,,18500
862,217,9,2,,26000
863,142,12,2,,89000
864,227,8,2,,24300
865,241,18,2,,90800
866,233,6,2,,27200
867,165,13,2,,16000
868,144,12,2,,87700
869,190,15,2,,99000
870,130,13,2,,22500
871,223,15,2,,89500
872,204,14,2,,27900
873,228,6,2,,37800
874,172,9,2,,49300
875,238,19,2,,24900
876,195,8,2,,58100
877,228,17,2,,39400
878,236,5,2,,82700
879,249,14,2,,80600
880,176,7,2,,16700
881,220,17,2,,37600
882,149,12,2,,77400
883,217,12,2,,60500
884,153,12,2,,47100
885,147,8,2,,15000
886,152,12,2,,12800
887,171,19,2,,31600
888,160,14,2,,44100
889,240,13,2,,61400
890,167,18,2,,54800
891,170,10,2,,88500
892,166,19,2,,51300
893,191,11,2,,99300
894,143,19,2,,42400
895,166,13,2,,47300
896,209,12,2,,23900
897,164,10,2,,79400
898,169,13,2,,33500
899,202,20,2,,86300
900,198,8,2,,53700
901,214,11,2,,75900
902,184,17,2,,41400
903,181,17,2,,18100
904,140,19,2,,73900
905,243,10,2,,52500
906,234,14,2,,10100
907,230,15,2,,31400
908,237,13,2,,52400
909,229,17,2,,73300
910,207,19,2,,23900
911,138,14,2,,82900
912,207,6,2,,29200
913,154,15,2,,47200
914,195,18,2,,39900
915,180,6,2,,22100
916,169,8,2,,63400
917,232,7,2,,31800
918,238,8,2,,53800
919,246,16,2,,57000
920,227,6,2,,36000
921,141,6,2,,46600
922,168,9,2,,58200
923,195,9,2,,39300
924,206,17,2,,56900
925,158,13,2,,51900
926,172,20,2,,72700
927,236,10,2,,85600
928,248,7,2,,24400
929,147,9,2,,86600
930,144,11,2,,28700
931,158,16,2,,23000
932,149,16,2,,95200
933,233,15,2,,44300
934,135,18,2,,86400
935,218,9,2,,39100
936,169,5,2,,72200
937,236,8,2,,41000
938,163,7,2,,57000
939,187,8,2,,44300
940,247,15,2,,39100
941,215,11,2,,90300
942,144,9,2,,31200
943,179,5,2,,97500
944,197,13,2,,80900
945,134,6,2,,57900
946,154,10,2,,20500
947,142,10,2,,43400
948,186,11,2,,99400
949,181,11,2,,22400
950,205,12,2,,48000
951,229,5,2,,98400
952,160,8,2,,83400
953,172,13,2,,85200
954,150,18,2,,95300
955,169,15,2,,76900
956,224,9,2,,47200
957,162,14,2,,56800
958,192,12,2,,26900
959,157,10,2,,11300
960,240,18,2,,71400
961,177,19,2,,56900
962,140,17,2,,13800
963,174,17,2,,58900
964,138,6,2,,72000
965,244,15,2,,88400
966,242,5,2,,61700
967,189,12,2,,68400
968,215,13,2,,53000
969,204,9,2,,79100
970,207,6,2,,74800
971,150,11,2,,18000
972,188,20,2,,57300
973,247,8,2,,63400
974,222,12,2,,27500
975,131,14,2,,85000
976,197,6,2,,52200
977,230,15,2,,32000
978,151,8,2,,12100
979,247,8,2,,24900
980,245,14,2,,73100
981,202,20,2,,51300
982,145,6,2,,80500
983,211,10,2,,38300
984,158,11,2,,93200
985,249,18,2,,81500
986,144,7,2,,40700
987,231,20,2,,59800
988,173,19,2,,92500
989,187,7,2,,54800
990,138,17,2,,32600
991,202,13,2,,42400
992,204,8,2,,83100
993,148,12,2,,39300
994,218,6,2,,12600
995,223,17,2,,90100
996,193,11,2,,98500
997,208,9,2,,81700
998,213,5,2,,59600
999,241,18,2,,28900
1000,190,10,2,,47500
